CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
602,France,Female,63,7,0.0,2,1,1,56323.21,0,0,4,PLATINUM,649
544,France,Male,37,3,84496.71,1,0,0,79972.09,0,0,5,PLATINUM,939
520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,0,5,SILVER,998
590,France,Male,24,7,126431.54,1,1,0,58781.11,0,0,3,SILVER,667
549,France,Male,29,3,0.0,2,1,0,146090.38,0,0,4,DIAMOND,901
720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0,0,4,SILVER,987
729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0,0,1,PLATINUM,632
850,France,Female,41,5,0.0,2,1,1,34827.43,0,0,2,GOLD,914
735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,0,1,PLATINUM,898
692,France,Male,66,4,159732.02,1,1,1,118188.15,0,0,4,GOLD,273
591,France,Male,28,5,0.0,2,1,1,48606.92,0,0,4,SILVER,916
416,Spain,Male,35,8,0.0,1,0,0,119712.78,0,0,2,DIAMOND,244
666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0,0,2,PLATINUM,671
492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0,0,1,GOLD,594
789,Spain,Female,40,4,0.0,2,1,0,137402.27,0,0,2,SILVER,787
695,France,Male,37,2,0.0,2,1,1,99692.65,0,0,1,SILVER,361
706,France,Male,30,3,98415.37,1,1,1,110520.48,0,0,3,PLATINUM,635
628,France,Male,39,6,0.0,2,0,0,134441.6,0,0,3,PLATINUM,887
819,France,Male,35,1,0.0,2,0,1,3385.04,0,0,1,GOLD,521
643,France,Male,37,6,0.0,2,0,0,142454.77,0,0,1,DIAMOND,604
588,Germany,Male,41,6,106116.56,2,1,0,198766.61,0,0,3,DIAMOND,666
663,France,Male,45,5,83195.12,1,1,1,48682.1,0,0,2,GOLD,290
616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0,2,SILVER,268
649,Germany,Male,78,4,68345.86,2,1,1,142566.75,0,0,2,PLATINUM,446
684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0,1,GOLD,462
775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0,0,3,SILVER,541
616,France,Male,34,10,0.0,2,1,0,25662.27,0,0,4,SILVER,279
570,France,Male,39,10,129674.89,2,1,0,80552.36,0,0,3,DIAMOND,723
687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,0,5,GOLD,334
569,France,Female,44,4,0.0,2,0,0,134394.78,0,0,1,SILVER,592
464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0,0,1,DIAMOND,527
490,France,Male,29,4,0.0,2,1,0,32089.57,0,0,4,SILVER,824
606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0,0,3,PLATINUM,893
581,France,Male,25,5,77886.53,2,1,0,150319.49,0,0,4,PLATINUM,243
746,France,Female,24,4,0.0,1,0,1,94105.0,0,0,5,PLATINUM,334
530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,0,2,PLATINUM,885
850,France,Female,33,3,0.0,2,1,1,11159.19,0,0,4,SILVER,566
770,Spain,Male,30,8,0.0,2,0,1,50839.85,0,0,3,GOLD,597
593,France,Female,29,2,152265.43,1,1,0,34004.44,0,0,1,SILVER,907
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,0,5,SILVER,530
547,France,Male,30,6,0.0,2,1,1,18471.86,0,0,5,PLATINUM,458
815,Spain,Female,38,2,48387.0,1,1,0,184796.84,0,0,3,DIAMOND,243
627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0,0,5,SILVER,900
586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0,5,PLATINUM,635
804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,0,2,GOLD,994
709,Germany,Male,30,9,115479.48,2,1,1,134732.99,0,0,2,DIAMOND,488
521,France,Male,37,2,0.0,2,1,1,86372.24,0,0,5,SILVER,942
582,France,Female,39,1,132077.48,2,1,0,192255.15,0,0,3,GOLD,348
681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0,0,5,PLATINUM,691
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0,5,PLATINUM,838
450,France,Male,29,7,117199.8,1,1,1,43480.63,0,0,2,GOLD,483
601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,0,5,GOLD,799
758,France,Female,34,1,154139.45,1,1,1,60728.89,0,0,1,PLATINUM,533
536,Spain,Female,28,4,0.0,1,1,1,136197.65,0,0,1,PLATINUM,937
531,France,Male,44,3,0.0,2,1,1,34416.79,0,0,5,PLATINUM,924
622,France,Female,30,4,107879.04,1,0,1,196894.62,0,0,5,GOLD,623
569,France,Female,43,7,0.0,2,1,1,77703.19,0,0,2,SILVER,271
660,France,Male,38,7,0.0,2,0,1,146585.53,0,0,2,GOLD,780
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,0,3,SILVER,457
627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0,0,3,DIAMOND,545
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0,0,4,SILVER,513
512,France,Female,75,2,0.0,1,1,0,123304.62,0,0,3,GOLD,355
744,France,Male,47,9,0.0,2,1,0,113163.17,0,0,2,PLATINUM,743
582,France,Male,41,1,40488.76,1,1,0,128528.83,0,0,4,GOLD,734
674,France,Female,42,9,0.0,2,1,0,4292.72,0,0,1,SILVER,632
601,France,Male,40,10,127847.86,1,0,0,173245.68,0,0,1,GOLD,376
535,France,Female,27,6,0.0,2,0,1,49775.58,0,0,3,SILVER,786
422,France,Female,33,2,0.0,2,1,0,102655.31,0,0,4,SILVER,332
533,France,Male,36,7,85311.7,1,0,1,156731.91,0,0,5,SILVER,628
429,France,Female,27,6,117307.44,2,1,1,24020.49,0,0,4,DIAMOND,985
588,France,Female,21,8,0.0,2,1,1,110114.19,0,0,5,PLATINUM,834
631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,0,5,PLATINUM,863
641,France,Male,41,6,0.0,2,1,0,65396.79,0,0,5,SILVER,226
541,France,Male,37,9,212314.03,1,0,1,148814.54,0,0,1,DIAMOND,369
787,France,Female,35,1,106266.8,1,1,1,16607.15,0,0,5,DIAMOND,511
574,France,Female,34,5,112324.45,2,1,1,17993.43,0,0,4,GOLD,674
719,France,Male,32,9,146605.27,1,1,1,77119.45,0,0,2,GOLD,603
625,Spain,Female,31,8,0.0,2,1,0,151843.54,0,0,2,SILVER,617
659,France,Female,32,2,155584.21,1,0,1,153662.88,0,0,5,PLATINUM,313
538,France,Female,33,5,0.0,2,1,0,126962.41,0,0,3,DIAMOND,290
705,France,Male,92,1,126076.24,2,1,1,34436.83,0,0,5,SILVER,772
771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0,0,4,GOLD,862
583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0,0,3,SILVER,948
616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0,5,SILVER,499
704,France,Female,45,6,0.0,1,1,1,137739.45,0,0,5,GOLD,701
828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0,0,3,GOLD,738
705,France,Male,25,9,0.0,2,0,1,112331.19,0,0,1,PLATINUM,917
668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0,0,3,DIAMOND,442
587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0,0,2,DIAMOND,659
602,France,Female,72,3,0.0,2,1,1,171260.66,0,0,3,PLATINUM,219
690,France,Female,42,5,0.0,2,0,1,120512.08,0,0,4,PLATINUM,915
603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0,0,2,SILVER,553
614,France,Male,36,1,118311.76,1,1,0,146134.68,0,0,4,DIAMOND,709
714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0,0,4,PLATINUM,830
751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0,0,2,PLATINUM,403
601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0,0,4,GOLD,390
611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0,0,1,DIAMOND,645
710,France,Female,32,3,0.0,1,1,0,94790.34,0,0,1,SILVER,373
719,Spain,Male,38,0,0.0,1,1,0,126876.47,0,0,1,SILVER,954
752,France,Male,33,4,0.0,2,1,1,39570.78,0,0,2,SILVER,409
612,France,Male,32,3,121394.42,1,1,0,164081.42,0,0,1,PLATINUM,588
692,France,Male,54,5,0.0,2,1,1,88721.84,0,0,3,PLATINUM,552
565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0,5,PLATINUM,558
676,France,Male,29,7,131959.86,1,0,0,189268.81,0,0,2,SILVER,304
679,Spain,Male,42,2,0.0,1,1,1,168294.27,0,0,2,GOLD,501
626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0,5,SILVER,398
849,France,Male,69,7,71996.09,1,1,1,139065.94,0,0,2,GOLD,317
606,France,Male,34,5,0.0,1,1,0,161971.42,0,0,1,SILVER,891
637,France,Female,36,9,166939.88,1,1,1,72504.76,0,0,1,PLATINUM,454
696,France,Male,19,1,110928.51,1,1,1,2766.63,0,0,4,PLATINUM,871
644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0,0,1,GOLD,384
620,France,Male,32,6,0.0,2,1,0,56139.09,0,0,1,GOLD,818
589,France,Male,36,8,114435.47,1,1,0,26955.72,0,0,5,SILVER,688
535,France,Male,47,0,160729.1,1,0,1,145986.35,0,0,5,DIAMOND,284
670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0,5,SILVER,325
836,Germany,Female,32,4,109196.67,2,1,0,55218.02,0,0,4,DIAMOND,246
667,Spain,Male,39,9,0.0,2,1,0,68873.8,0,0,5,PLATINUM,535
560,Spain,Female,28,1,0.0,2,1,1,120880.72,0,0,3,SILVER,451
767,France,Female,34,8,0.0,2,1,0,94767.77,0,0,1,GOLD,911
716,France,Female,44,6,155114.9,1,0,0,133871.83,0,0,5,SILVER,682
656,Spain,Male,47,1,0.0,2,1,1,197961.93,0,0,5,SILVER,402
650,France,Male,37,9,0.0,2,1,0,17974.08,0,0,2,SILVER,994
753,Germany,Male,32,5,159904.79,1,1,0,148811.14,0,0,1,GOLD,767
766,France,Female,27,7,158786.67,2,0,1,47579.25,0,0,3,GOLD,711
628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,0,4,DIAMOND,483
850,Spain,Male,44,8,0.0,2,1,1,183617.32,0,0,1,GOLD,783
740,France,Male,33,1,129574.98,1,1,1,123300.38,0,0,3,GOLD,506
538,Germany,Female,42,1,98548.62,2,0,1,94047.75,0,0,5,DIAMOND,929
479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,0,4,SILVER,503
682,France,Male,48,1,138778.15,1,0,1,168840.23,0,0,5,SILVER,229
630,France,Male,53,5,138053.67,1,0,1,114110.97,0,0,1,GOLD,536
696,Spain,Female,36,3,0.0,3,1,0,65039.9,0,0,1,PLATINUM,349
772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0,0,2,SILVER,925
686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0,0,2,DIAMOND,873
657,France,Male,50,9,0.0,2,0,0,37171.46,0,0,4,GOLD,971
621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0,0,4,SILVER,642
741,France,Female,21,9,0.0,2,0,1,139259.54,0,0,5,SILVER,781
579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0,0,2,PLATINUM,588
529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0,0,3,GOLD,574
696,Germany,Male,32,4,84421.62,1,0,1,52314.71,0,0,5,PLATINUM,491
750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0,0,3,GOLD,447
631,France,Male,51,8,100654.8,1,1,0,171587.9,0,0,4,SILVER,678
626,Spain,Male,29,7,0.0,2,1,0,49361.84,0,0,5,PLATINUM,429
564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0,0,1,DIAMOND,741
591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0,0,1,GOLD,290
608,France,Male,33,4,0.0,1,0,1,130474.03,0,0,1,PLATINUM,381
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0,3,GOLD,840
606,France,Male,31,10,0.0,2,1,0,195209.4,0,0,3,DIAMOND,992
581,Spain,Female,29,8,0.0,2,1,0,46735.19,0,0,4,PLATINUM,977
550,France,Female,40,7,114354.95,1,1,0,54018.93,0,0,1,GOLD,951
714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0,0,2,DIAMOND,352
511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0,0,4,GOLD,240
659,Spain,Male,27,4,0.0,2,1,0,99341.87,0,0,4,PLATINUM,613
676,France,Male,37,10,106242.67,1,1,1,166678.28,0,0,5,GOLD,560
801,France,Female,32,4,75170.54,1,1,1,37898.5,0,0,1,SILVER,451
842,France,Male,29,8,0.0,2,1,1,123437.05,0,0,2,DIAMOND,466
662,Germany,Male,30,5,115286.68,2,1,1,149587.92,0,0,3,GOLD,264
542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0,0,4,DIAMOND,380
707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230
551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0,0,3,PLATINUM,748
545,France,Female,26,1,0.0,2,1,1,199638.56,0,0,5,PLATINUM,902
602,France,Male,49,0,191808.73,1,0,0,97640.2,0,0,2,DIAMOND,538
526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,0,4,PLATINUM,789
468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,0,3,GOLD,977
646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,0,2,PLATINUM,525
642,France,Female,40,7,0.0,2,1,0,183963.34,0,0,1,PLATINUM,882
669,France,Female,38,8,0.0,2,1,0,84049.16,0,0,4,PLATINUM,800
724,France,Female,28,5,0.0,1,1,0,59351.68,0,0,4,DIAMOND,697
580,France,Female,23,5,113923.81,2,0,0,196241.43,0,0,4,PLATINUM,590
628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,1,2,SILVER,818
678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0,0,1,SILVER,824
546,France,Female,27,8,0.0,2,1,1,14858.1,0,0,2,SILVER,776
582,France,Female,40,9,0.0,3,1,1,60954.45,0,0,2,SILVER,645
669,France,Male,57,5,0.0,2,1,1,56875.76,0,0,1,GOLD,860
612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,0,5,PLATINUM,288
675,France,Male,35,8,0.0,2,1,1,56642.97,0,0,3,PLATINUM,806
597,France,Female,41,4,145809.53,2,1,1,52319.26,0,0,5,SILVER,447
644,Spain,Male,37,9,0.0,2,1,1,96442.86,0,0,2,DIAMOND,577
758,France,Male,35,7,0.0,2,1,0,77951.84,0,0,3,DIAMOND,560
765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0,0,3,SILVER,921
599,Spain,Male,42,6,0.0,2,1,0,113868.4,0,0,4,SILVER,837
656,France,Male,37,7,112291.34,1,1,0,153157.97,0,0,5,SILVER,722
625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0,0,1,PLATINUM,677
781,France,Female,27,5,0.0,2,0,0,72969.9,0,0,2,PLATINUM,905
677,France,Female,49,3,0.0,2,1,1,187811.71,0,0,3,GOLD,643
587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0,0,5,SILVER,403
589,France,Female,31,10,110635.32,1,1,0,148218.86,0,0,5,SILVER,728
744,France,Female,43,10,147832.15,1,0,1,24234.11,0,0,3,SILVER,982
636,France,Male,34,1,84055.43,1,0,0,37490.84,0,0,2,DIAMOND,934
559,France,Female,43,1,0.0,1,0,1,86634.3,0,0,5,PLATINUM,830
557,France,Female,32,6,184686.41,2,1,0,14956.44,0,0,3,GOLD,299
695,Spain,Female,31,8,0.0,2,0,1,131644.41,0,0,5,DIAMOND,941
618,Spain,Female,40,8,0.0,2,1,0,80204.38,0,0,3,DIAMOND,897
754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0,0,5,GOLD,898
648,France,Female,44,2,0.0,2,1,1,58652.23,0,0,5,DIAMOND,708
497,France,Male,34,2,0.0,2,1,1,83087.13,0,0,5,DIAMOND,502
850,France,Female,37,7,153147.75,1,1,1,152235.3,0,0,5,GOLD,867
607,France,Male,44,0,0.0,2,1,1,81140.09,0,0,4,DIAMOND,430
618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0,2,SILVER,512
739,Germany,Female,25,5,113113.12,1,1,0,129181.27,0,0,5,DIAMOND,796
520,France,Male,33,4,156297.58,2,1,1,166102.61,0,0,1,DIAMOND,477
639,France,Female,27,2,0.0,2,0,0,125244.18,0,0,3,PLATINUM,541
850,France,Female,39,7,79259.99,1,0,1,186910.74,0,0,1,DIAMOND,976
640,France,Female,50,9,117565.03,2,0,0,82559.77,0,0,4,GOLD,463
418,France,Male,36,7,90145.04,1,1,1,69157.93,0,0,5,SILVER,995
776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0,0,1,DIAMOND,232
630,France,Male,28,9,0.0,2,0,0,32599.35,0,0,2,SILVER,625
850,France,Female,36,6,0.0,2,1,1,190194.95,0,0,1,GOLD,978
589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0,0,2,PLATINUM,554
640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0,0,4,GOLD,460
761,Germany,Male,36,8,108239.11,2,0,0,99444.02,0,0,4,DIAMOND,954
778,France,Male,24,4,0.0,2,1,1,162809.2,0,0,3,DIAMOND,945
712,Spain,Female,48,8,0.0,2,1,0,183235.33,0,0,2,SILVER,923
751,France,Male,43,1,114974.24,1,1,0,125920.54,0,0,2,DIAMOND,907
798,France,Male,32,7,0.0,2,0,1,37731.95,0,0,4,GOLD,856
706,France,Male,38,1,0.0,2,1,0,122379.54,0,0,1,SILVER,884
651,Spain,Female,36,8,0.0,2,1,0,91652.43,0,0,3,SILVER,823
617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,0,1,GOLD,422
749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0,0,3,DIAMOND,678
651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0,0,3,SILVER,807
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,0,2,DIAMOND,356
739,France,Male,58,2,101579.28,1,1,1,72168.53,0,0,5,SILVER,277
487,France,Female,34,2,96019.5,1,0,0,9085.0,0,0,2,GOLD,740
733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0,0,5,PLATINUM,950
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,0,3,DIAMOND,509
683,France,Male,25,4,0.0,2,1,0,152698.24,0,0,3,PLATINUM,637
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,0,5,DIAMOND,419
556,France,Male,26,4,0.0,1,1,0,195167.38,0,0,4,SILVER,727
575,France,Male,29,4,121823.4,2,1,1,50368.87,0,0,4,PLATINUM,435
701,France,Female,42,6,86167.82,1,1,0,153342.38,0,0,5,DIAMOND,958
486,France,Male,26,2,0.0,2,1,1,31399.4,0,0,4,PLATINUM,551
620,Spain,Male,21,9,0.0,2,0,0,154882.79,0,0,4,SILVER,400
567,Spain,Male,34,10,0.0,2,0,1,161571.79,0,0,5,DIAMOND,391
670,France,Male,37,4,170557.91,2,1,0,198252.88,0,0,5,GOLD,729
569,France,Male,43,7,0.0,2,1,0,52534.81,0,0,1,PLATINUM,367
803,Germany,Male,34,4,142929.16,2,1,1,114869.56,0,0,2,GOLD,325
600,France,Male,37,1,142663.46,1,0,1,88669.89,0,0,3,SILVER,917
557,France,Female,32,3,123502.53,1,1,1,69826.8,0,0,4,DIAMOND,723
637,France,Male,33,2,145731.83,1,0,1,109219.43,0,0,4,SILVER,721
689,Spain,Male,38,2,0.0,1,1,1,82709.8,0,0,5,DIAMOND,621
529,France,Female,27,1,0.0,2,1,1,37769.98,0,0,5,PLATINUM,333
700,Spain,Male,31,7,0.0,2,0,1,145151.96,0,0,1,GOLD,676
704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,0,5,SILVER,439
647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0,0,3,PLATINUM,896
696,Spain,Female,36,7,0.0,2,1,1,82298.59,0,0,3,PLATINUM,291
645,Spain,Female,29,4,0.0,2,1,1,74346.11,0,0,4,GOLD,268
646,France,Female,51,4,101629.3,1,0,0,130541.1,0,0,5,SILVER,639
809,France,Male,43,2,0.0,2,1,1,132908.07,0,0,1,PLATINUM,706
553,France,Male,38,3,99844.68,1,0,0,187915.7,0,0,1,DIAMOND,869
677,France,Male,30,1,78133.15,1,0,1,174225.88,0,0,5,PLATINUM,926
773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0,1,SILVER,630
656,France,Male,38,10,0.0,1,1,1,136521.82,0,0,1,SILVER,894
798,France,Female,37,4,111723.08,1,1,1,83478.12,0,0,4,SILVER,778
559,Spain,Male,34,0,0.0,1,1,0,182988.94,0,0,3,GOLD,472
759,France,Female,45,8,0.0,2,1,1,99251.24,0,0,1,DIAMOND,292
675,France,Male,69,1,0.0,2,1,0,157097.09,0,0,2,DIAMOND,526
617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0,0,3,DIAMOND,635
571,France,Female,30,4,85755.86,1,1,0,145115.95,0,0,5,DIAMOND,396
705,Spain,Female,23,5,0.0,2,1,1,73131.73,0,0,4,SILVER,308
710,Spain,Male,22,8,0.0,3,1,0,107292.91,0,0,4,DIAMOND,565
744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,0,3,PLATINUM,633
599,France,Male,27,5,0.0,2,1,0,30546.4,0,0,3,SILVER,259
723,France,Male,48,7,0.0,2,1,1,150694.58,0,0,1,PLATINUM,501
812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0,0,1,SILVER,344
791,Germany,Male,31,1,130240.33,1,0,0,96546.55,0,0,1,GOLD,608
752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0,0,1,SILVER,264
556,France,Male,34,8,163757.06,1,1,1,104000.06,0,0,3,PLATINUM,719
818,France,Male,36,4,0.0,2,1,1,8037.03,0,0,2,GOLD,266
734,France,Male,51,1,118537.47,1,1,1,116912.45,0,0,2,DIAMOND,697
667,France,Male,24,4,0.0,2,0,0,180329.83,0,0,3,SILVER,392
779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,0,1,SILVER,974
645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,0,3,PLATINUM,739
508,France,Female,25,2,111395.53,1,0,1,48197.06,0,0,5,PLATINUM,337
625,France,Male,43,4,122351.29,1,1,0,71216.6,0,0,4,GOLD,936
673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,0,1,PLATINUM,602
684,France,Male,34,9,0.0,2,1,1,65257.57,0,0,5,SILVER,263
646,Germany,Male,39,6,121681.91,2,0,1,61793.47,0,0,1,GOLD,321
678,Germany,Female,30,1,139676.95,2,0,1,16146.0,0,0,1,SILVER,554
485,France,Female,27,3,0.0,2,1,0,141449.86,0,0,5,SILVER,901
494,France,Male,28,9,114731.76,2,0,1,79479.74,0,0,1,PLATINUM,261
560,France,Male,57,0,0.0,2,0,1,116781.71,0,0,1,DIAMOND,615
692,France,Male,27,1,125547.53,1,0,0,7900.46,0,0,4,SILVER,890
699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0,0,4,SILVER,874
756,France,Female,28,6,0.0,1,1,1,164394.65,0,0,2,SILVER,458
538,France,Female,32,2,0.0,1,1,1,80130.54,0,0,3,PLATINUM,559
588,Spain,Male,46,8,0.0,1,1,0,61931.21,0,0,5,GOLD,950
850,France,Male,34,2,72079.71,1,1,1,115767.93,0,0,2,GOLD,555
633,France,Male,25,1,0.0,1,1,0,100598.98,0,0,4,SILVER,230
563,France,Female,34,6,139810.34,1,1,1,152417.79,0,0,5,DIAMOND,254
534,Spain,Male,35,4,0.0,2,0,0,9541.15,0,0,2,PLATINUM,784
524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0,5,GOLD,685
580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0,0,3,SILVER,649
750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0,0,1,SILVER,918
776,France,Female,31,5,0.0,2,1,0,92647.94,0,0,2,DIAMOND,597
554,Spain,Female,45,4,0.0,2,1,1,193412.05,0,0,2,PLATINUM,957
600,France,Male,40,1,141136.79,1,1,1,67803.83,0,0,5,SILVER,851
604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0,1,SILVER,683
592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0,0,2,PLATINUM,564
581,France,Male,41,8,0.0,2,0,0,29737.14,0,0,3,GOLD,927
770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0,0,2,DIAMOND,890
680,Spain,Female,30,3,0.0,1,1,0,160131.58,0,0,4,GOLD,916
721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0,5,SILVER,534
792,France,Male,19,7,143390.51,1,1,0,33282.84,0,0,4,DIAMOND,391
642,France,Male,35,2,133161.95,1,0,1,122254.86,0,0,3,GOLD,460
521,Spain,Female,39,3,146408.68,1,0,0,72993.67,0,0,3,DIAMOND,818
681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,0,2,GOLD,923
712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,0,3,SILVER,886
835,France,Male,35,6,127120.07,1,1,0,28707.69,0,0,2,PLATINUM,525
665,France,Female,37,5,160389.82,1,0,1,183542.08,0,0,2,GOLD,661
632,France,Male,27,4,193125.85,1,1,1,152665.85,0,0,4,GOLD,262
767,Spain,Female,24,5,0.0,2,1,1,67445.85,0,0,4,GOLD,900
617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0,0,4,DIAMOND,693
663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0,0,4,PLATINUM,244
653,Spain,Male,30,4,0.0,2,1,0,120736.04,0,0,5,DIAMOND,739
764,Spain,Male,29,5,0.0,2,1,0,65868.28,0,0,4,DIAMOND,275
648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0,0,3,DIAMOND,231
756,France,Female,24,1,0.0,2,1,0,184182.25,0,0,5,DIAMOND,896
850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0,0,1,PLATINUM,251
617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0,0,4,DIAMOND,801
520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0,0,3,GOLD,756
757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,0,5,DIAMOND,293
813,France,Male,34,0,0.0,2,1,0,43169.15,0,0,2,DIAMOND,505
676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0,0,5,DIAMOND,438
729,France,Female,34,9,132121.71,1,0,1,105409.31,0,0,3,GOLD,654
769,France,Female,27,2,0.0,1,1,1,57876.05,0,0,4,SILVER,801
525,France,Male,35,7,165358.77,1,0,1,94738.54,0,0,2,DIAMOND,694
671,Spain,Male,50,8,0.0,1,0,1,2560.11,0,0,1,GOLD,678
584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,0,1,SILVER,882
769,France,Male,29,4,145471.37,1,1,0,188382.77,0,0,3,PLATINUM,378
608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,0,3,SILVER,516
722,France,Male,30,5,0.0,2,1,0,166376.54,0,0,5,PLATINUM,282
711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0,0,2,DIAMOND,352
739,France,Male,29,1,0.0,2,1,1,164484.78,0,0,5,DIAMOND,852
553,France,Male,31,6,0.0,2,0,0,124596.63,0,0,2,SILVER,741
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0,0,1,SILVER,975
